service_request_id,service_name,title,description,requested_datetime,status
66606-2025,Grünstreifen verschmutzt,#66606-2025 Grünstreifen verschmutzt,"Die Pflanzen stehen direkt auf der Grünfläche der Bäume!!!
Anscheinend gehören diese zu dem Restaurant in der Leopoldstraße 31.
Bitte entfernen lassen. Ordnungsamt?!
Danke",2025-11-19T12:17:24+01:00,closed
66624-2025,Park verschmutzt,#66624-2025 Park verschmutzt,Sofa im Gebüsch entsorgt ,2025-11-19T16:55:32+01:00,closed
66627-2025,Leuchte ausgefallen,#66627-2025 Leuchte ausgefallen,"Zwei Straßenlaternen vor der georgenstrasse 2 & 4 sind defekt, die Straße ist in diesem Bereich stockdunkel.",2025-11-19T17:39:58+01:00,closed
66630-2025,Spielplatz beschädigt,#66630-2025 Spielplatz beschädigt,"Spielplatz zwischen Dreimühlenstraße, Lagerhausstraße und Isartalstraße 
Tor zum Eingang ist beschädigt, dadurch besteht die Gefahr, dass die Kinder einfach auf die Straße laufen.
Außerdem funktioniert der Barcode auf dem Spielplatz nicht, der eigentlich für den Online Eintrag verwendet werden sollt",2025-11-19T18:55:17+01:00,closed
66632-2025,Leuchte ausgefallen,#66632-2025 Leuchte ausgefallen,Sehr dunkel durch fehlende Strassenbeleuchtung,2025-11-19T19:05:59+01:00,closed
66634-2025,Park verschmutzt,#66634-2025 Park verschmutzt,"Im Hans Fischer Park wird vermehrt Müll im Park hinterlassen. Zudem sind in dem öffentlichen Park dauerhaft Camping-Zelte aufgestellt, in denen wohnungslose Menschen dauerhaft campen. Das eine Zelt steht seit mehr als 6 Monaten dort und nun ist noch ein zweites Zelt im Park. ",2025-11-19T20:19:35+01:00,closed
66635-2025,Leuchte ausgefallen,#66635-2025 Leuchte ausgefallen,Im Park kommend von der Brudermühlstr Richtung Pliganserstr ist die Leuchte 108 defekt,2025-11-19T20:42:19+01:00,closed
66636-2025,Leuchte ausgefallen,#66636-2025 Leuchte ausgefallen,Kommend vom Isarradweg Thalkirchen Richtung stadteinwärts ist eine Leuchte in der Unterführung Höhe Corneliusbrücke kaputt,2025-11-19T20:52:04+01:00,closed
66638-2025,Leuchte ausgefallen,#66638-2025 Leuchte ausgefallen,Fahrrad/Fußgängerweg parallel zur Max-Born-Str. ,2025-11-19T21:27:06+01:00,closed
66640-2025,Leuchte ausgefallen,#66640-2025 Leuchte ausgefallen,An der Brienner Straße ist eine Leuchte ausgefallen. ,2025-11-19T22:32:40+01:00,open
66641-2025,Leuchte ausgefallen,#66641-2025 Leuchte ausgefallen,Über der Ottostraße sind zwei Leuchten ausgefallen. Bei Hausnummer 21. ,2025-11-19T22:38:16+01:00,closed
66642-2025,Leuchte ausgefallen,#66642-2025 Leuchte ausgefallen,Leuchte aus,2025-11-19T22:43:24+01:00,closed
66643-2025,Leuchte ausgefallen,#66643-2025 Leuchte ausgefallen,Leuchte aus ,2025-11-19T22:44:59+01:00,open
66644-2025,Leuchte ausgefallen,#66644-2025 Leuchte ausgefallen,Im Baustellen Bereich fehlt die Beleuchtung für Fußgänger und Autofahrer Teilweise  ,2025-11-19T22:50:25+01:00,closed
66645-2025,Licht in ganzer Straße ausgefallen,#66645-2025 Licht in ganzer Straße ausgefallen,"Die neuen Strassenlampen sind eine Katastrophe. Die Strasse ist nahezu dunkel und bietet null Sicherheitsgefühl für Frauen. 
Man sieht kaum, ob etwas auf dem Gehweg liegt.
Energiesparen schön und gut, aber hat sich Politik und Verwaltung die Brleuchtung schon mal in der Dunkelheit angesehen? ",2025-11-20T00:31:27+01:00,closed
66648-2025,Licht in ganzer Straße ausgefallen,#66648-2025 Licht in ganzer Straße ausgefallen,Die Hängelampen in der ganzen Straße funktionieren nicht ,2025-11-20T04:44:58+01:00,open
66650-2025,Licht in ganzer Straße ausgefallen,#66650-2025 Licht in ganzer Straße ausgefallen,Es fast der kplt. Straßenzug ausgefallen.,2025-11-20T07:07:12+01:00,closed
66653-2025,Ampel ausgefallen,#66653-2025 Ampel ausgefallen,Defekte Fußgängerampel 517 über Cosimastrasse Ecke Meistersingerstrasse,2025-11-20T07:55:57+01:00,closed
66655-2025,Straße verschmutzt,#66655-2025 Straße verschmutzt,<p>Seit ca. 4 Wochen liegen hier die zusammengetragenen Laubhaufen auf den Parkplätzen und werden nicht abgeholt.</p><p>Die Laubhaufen nehmen ca. 6 Parkplätze in Anspruch.</p>,2025-11-20T08:11:47+01:00,closed
66658-2025,Park verschmutzt,#66658-2025 Park verschmutzt,Alte Autoreifen wurden am Parkplatz - Fasanerie See entsorgt. ,2025-11-20T08:59:04+01:00,closed
66662-2025,Ampel ausgefallen,#66662-2025 Ampel ausgefallen,Fußgängerampel rotes Licht defekt. ,2025-11-20T10:24:00+01:00,closed
66661-2025,Park beschädigt,#66661-2025 Park beschädigt,Am Behinderten Badeplatz wurde Feuer gemacht und eine Mauer beschädigt.,2025-11-20T10:24:14+01:00,closed
66663-2025,Park beschädigt,#66663-2025 Park beschädigt,Behinderten Badeplatz. Eine Bank wurde abgeschraubt und anders gestellt. Schrauben fehlen.,2025-11-20T10:26:35+01:00,closed
66667-2025,Leuchte ausgefallen,#66667-2025 Leuchte ausgefallen,Straßenlaterne defekt ,2025-11-20T11:19:04+01:00,closed
66668-2025,Mülleimer überfüllt,#66668-2025 Mülleimer überfüllt,"<p>Stücklenstr. - Thuillestr. in der Grünanlage</p><p>Mülleimer übervoll, es liegen bereits ca. 50 Hundetüten um den Eimer herum</p>",2025-11-20T11:35:14+01:00,closed
66670-2025,Ampel beschädigt,#66670-2025 Ampel beschädigt,Schaltkasten defekt und offen. Sehr gefährlich für Kinder wegen Stromschlag. ,2025-11-20T11:38:52+01:00,closed
66679-2025,Leuchte ausgefallen,#66679-2025 Leuchte ausgefallen,Leider ist nach Reparatur der andere Strassenleuchten nun die Leuchte vor unserem Haus Nr. 6a ohne Funktion,2025-11-20T14:58:15+01:00,closed
66681-2025,Ampel ausgefallen,#66681-2025 Ampel ausgefallen,"Rot Fußgänger ausgefallen, mittig, nordwest",2025-11-20T15:33:20+01:00,closed
66684-2025,Grünstreifen verschmutzt,#66684-2025 Grünstreifen verschmutzt,<p>Hier in der Nähe wurde ein Stapel Zeitungsartikel abgestellt was zu einer totalen Verschmutzung führt.&nbsp;</p><p>Und in der Eschenriederstraße 5 b befindet sich ein Anhänger welches mittlerweile ohne Kennzeichen steht und es wird als Abfallbehälter benutzt bitte diesen auch endlich entfernen.&nbsp;</p>,2025-11-20T16:20:04+01:00,closed
66685-2025,Leuchte ausgefallen,#66685-2025 Leuchte ausgefallen,Leuchte aus,2025-11-20T16:59:18+01:00,open
66686-2025,Geh- und Radweg verschmutzt,#66686-2025 Geh- und Radweg verschmutzt,Müll  auf dem gehweg,2025-11-20T17:11:13+01:00,closed
66689-2025,Leuchte ausgefallen,#66689-2025 Leuchte ausgefallen,Lampen ausgefallen (schon seit gestern),2025-11-20T17:55:17+01:00,closed
66690-2025,Leuchte ausgefallen,#66690-2025 Leuchte ausgefallen,Eine Röhre aus,2025-11-20T18:03:06+01:00,closed
66691-2025,Leuchte beschädigt,#66691-2025 Leuchte beschädigt,"In der Paschstraße, in der Nähe des kleinen Parks, flackert die Straßenlampe. Es ist eine freihängende Lampe, daher gibt es keinen Mast. Bitte um Behebung des Problems. ",2025-11-20T18:13:00+01:00,closed
66694-2025,Leuchte ausgefallen,#66694-2025 Leuchte ausgefallen,Leuchte Nr 20 defekt,2025-11-20T18:50:55+01:00,closed
66695-2025,Leuchte ausgefallen,#66695-2025 Leuchte ausgefallen,Leuchte Nr. 13 defekt,2025-11-20T18:53:13+01:00,open
66697-2025,Leuchte ausgefallen,#66697-2025 Leuchte ausgefallen,"Sie Straßenbeleuchtung ist seit ca. 1 Woche  in der Georgenstr. 3, 80799 München ausgefallen.",2025-11-20T18:58:29+01:00,closed
66699-2025,Leuchte ausgefallen,#66699-2025 Leuchte ausgefallen,An der Zielstattstr ist eine Leuchte ausgefallen. ,2025-11-20T20:41:23+01:00,open
66700-2025,Leuchte ausgefallen,#66700-2025 Leuchte ausgefallen,Licht aus,2025-11-20T21:10:41+01:00,closed
66703-2025,Leuchte ausgefallen,#66703-2025 Leuchte ausgefallen,Straßenlampe in der Kurve bei Königinstr. 121 ausgefallen,2025-11-20T22:58:36+01:00,open
66704-2025,Ampel beschädigt,#66704-2025 Ampel beschädigt,Die Fußgängerampel an der Kreuzung Friedenspromenade Ecke Gartenstadtstraße mit der Mastnummer 732 wurde von einem LKW/Bus abgeräumt und umgebogen (vgl. Bilder). Ebenso wurde das darunterliegende Schild gebrochen.,2025-11-20T23:36:48+01:00,closed
66706-2025,Leuchte ausgefallen,#66706-2025 Leuchte ausgefallen,In der Kapuzinerstr. ist direkt über der Bushaltestelle die Straßenbeleuchtung ausgefallen. ,2025-11-21T00:01:56+01:00,closed
66709-2025,Ampel beschädigt,#66709-2025 Ampel beschädigt,An der Ampel an der Thomas-Dehler-Str. / Von-Knoeringen-Str. ist die Schute 041 abgefallen und liegt am Boden.,2025-11-21T07:19:45+01:00,closed
66711-2025,Grünstreifen verschmutzt,#66711-2025 Grünstreifen verschmutzt,Wie schon öfter gemeldet vermüllt und seit Monaten nichts gemacht worden. ,2025-11-21T07:50:19+01:00,closed
66714-2025,Grünstreifen verschmutzt,#66714-2025 Grünstreifen verschmutzt,Hier liegt Müll (mehrere große Plastiktüten samt Inhalt) im Grünstreifen.,2025-11-21T08:42:43+01:00,closed
66719-2025,Hundekotbeutelspender leer,#66719-2025 Hundekotbeutelspender leer,<p>im ganzen Bereich an der Würm entlang&nbsp;</p>,2025-11-21T09:13:31+01:00,closed
66723-2025,Park verschmutzt,#66723-2025 Park verschmutzt,"Lichtverschmutzung:
Die Beleuchtung des ""Parks"", der zwischen den Fahrbahnen der Garmischer Str. zwischen Hinterbärenbadstr. und Luise-Kiesselbach-Platz verläuft, brennt auch tagsüber. 
Die Beleuchtung ist auch nachts viel zu hell und überflüssig, da beidseitig Straßenlaternen vorhanden sind.",2025-11-21T09:36:57+01:00,closed
66727-2025,Hundekotbeutelspender leer,#66727-2025 Hundekotbeutelspender leer,"Grüße Gott, am 19.11. wurde tagsüber der Kottüten Spender aufgefüllt,gestern,am 20.11.,vormittags war der komplette Behälter abmontiert worden. Leider werden dort oft frisch ausgefüllte Tüten geklaut,aber dass der Behälter nun noch entwendet wurde,ist traurig. Foto anbei. 
Mit freundlichen Grüßen ",2025-11-21T10:23:02+01:00,closed
66738-2025,Mülleimer überfüllt,#66738-2025 Mülleimer überfüllt,"Mülleimer am Westeingang des Westparks immer noch demoliert, Müll wird stattdessen daneben geworfen. Bitte sorgen sie für ausreichend großen und vogelsicheren Ersatz oder montieren Sie wenigstens zwischenzeitlich den weniger frequentierten Mülleimer in 50m Entfernung um.",2025-11-21T11:20:57+01:00,closed
66743-2025,Grünstreifen verschmutzt,#66743-2025 Grünstreifen verschmutzt,"Im Gebüsch zum Schulgelände gg.über der Tram-Haltestelle wurde ein ca. 20m langes, bewohntes Zeltlager aufgebaut - mindestens 2 Zelte stehen immer noch da, Bewohner waren keine mehr sichtbar. Im Gebüsch wurde auch die Notdurft verrichtet.
Bitte bei der Räumung freundlich sein -> Städtische Angebote!",2025-11-21T11:38:17+01:00,closed
66756-2025,Ampel beschädigt,#66756-2025 Ampel beschädigt,"Seit einigen Wochen ist nach einer Revision die Ampel Verdistrasse, Ecke Bauseweinallee, stadtauswärts so kurz geschaltet, dass teilweise nur 5 Autos die Ampel überqueren können. Der Rückstau reicht bis teilweise in die Menzingerstrasse zurück. 
Ich bitte dringend diesen Missstand zu beheben. Danke ",2025-11-21T16:11:44+01:00,closed
66757-2025,Ampel beschädigt,#66757-2025 Ampel beschädigt,Ampel für die Autos komplett verdreht und zeigt in Richtung der Fußgänger,2025-11-21T16:17:58+01:00,closed
66758-2025,Leuchte ausgefallen,#66758-2025 Leuchte ausgefallen,12,2025-11-21T17:03:55+01:00,open
66759-2025,Leuchte ausgefallen,#66759-2025 Leuchte ausgefallen,23,2025-11-21T17:13:58+01:00,open
66760-2025,Leuchte ausgefallen,#66760-2025 Leuchte ausgefallen,3,2025-11-21T17:18:56+01:00,open
66761-2025,Leuchte ausgefallen,#66761-2025 Leuchte ausgefallen,1,2025-11-21T17:20:21+01:00,closed
66763-2025,Leuchte ausgefallen,#66763-2025 Leuchte ausgefallen,23,2025-11-21T17:42:16+01:00,closed
66764-2025,Leuchte ausgefallen,#66764-2025 Leuchte ausgefallen,2,2025-11-21T17:45:25+01:00,open
66766-2025,Leuchte ausgefallen,#66766-2025 Leuchte ausgefallen,"3,  ich glaube, die angezeigte Straße stimmt nicht, der Marker ist exakt",2025-11-21T18:07:32+01:00,closed
66775-2025,Licht in ganzer Straße ausgefallen,#66775-2025 Licht in ganzer Straße ausgefallen,Einer von beiden Lampenarmen an Mast Nr. 55 komplett dunkel,2025-11-21T21:12:51+01:00,closed
66779-2025,Leuchte ausgefallen,#66779-2025 Leuchte ausgefallen,Genau über Straße vor Haustür Göresstr. 19,2025-11-21T23:37:51+01:00,closed
66791-2025,Leuchte ausgefallen,#66791-2025 Leuchte ausgefallen,Röhre leuchtet nur noch schwach rosa. Kein Beleuchtungseffekt. Straßn bereich sehr dunkel!,2025-11-22T09:35:35+01:00,closed
66821-2025,Ampel beschädigt,#66821-2025 Ampel beschädigt,"Wenn man geradeaus von Heinrich-Wiener Richtung Fritz-schäffer fährt, bleibt die Ampel rot, obwohl links grün wird. Das verhindert den Verkehr und ist sinnlos, weil keine Autos rechts oder woanders her kommen können. Bitte das Timing überdenken.

Vielen Dank im Voraus! 

Mit freundlichen Grüßen ",2025-11-22T15:47:46+01:00,closed
66822-2025,Ampel beschädigt,#66822-2025 Ampel beschädigt,Fußgängerampel nicht mehr sichtbar da verdreht. Provisorische Ausfahrt vom BMW Wolfsgelände.,2025-11-22T16:01:53+01:00,closed
66827-2025,Ampel ausgefallen,#66827-2025 Ampel ausgefallen,Ampel ist ausgefallen ,2025-11-22T16:35:14+01:00,closed
66832-2025,Leuchte ausgefallen,#66832-2025 Leuchte ausgefallen,Leuchte ist wieder ausgefallen ,2025-11-22T17:54:07+01:00,closed
66833-2025,Leuchte ausgefallen,#66833-2025 Leuchte ausgefallen,Beleuchtung fällt aus,2025-11-22T18:04:45+01:00,closed
66834-2025,Ampel ausgefallen,#66834-2025 Ampel ausgefallen,"An der Kreuzung an der Tramhaltestelle Nordendstraße sind alle Ampeln ausgefallen. Bitte um schnelle Reparatur, da ziemlich gefährlich.",2025-11-22T18:17:02+01:00,closed
66835-2025,Leuchte beschädigt,#66835-2025 Leuchte beschädigt,Abdeckung an Mast 19 heruntergefallen,2025-11-22T18:33:19+01:00,closed
66839-2025,Leuchte ausgefallen,#66839-2025 Leuchte ausgefallen,Zwei Leuchten Ecke Schwanthaler/Ganghoferstraße ausgefallen ,2025-11-22T20:36:37+01:00,closed
66840-2025,Leuchte ausgefallen,#66840-2025 Leuchte ausgefallen,Zwei Leuchten Ecke Schwanthaler/Ganghoferstraße ausgefallen ,2025-11-22T20:37:44+01:00,closed
66841-2025,Leuchte ausgefallen,#66841-2025 Leuchte ausgefallen,Zwei Leuchten Ecke Schwanthaler/Ganghoferstraße ausgefallen ,2025-11-22T20:38:41+01:00,closed
66843-2025,Leuchte ausgefallen,#66843-2025 Leuchte ausgefallen,Lampe leuchtet nur noch ganz schwach lila.,2025-11-22T21:19:15+01:00,closed
66844-2025,Leuchte ausgefallen,#66844-2025 Leuchte ausgefallen,Leuchte aus,2025-11-22T21:37:59+01:00,open
66845-2025,Leuchte ausgefallen,#66845-2025 Leuchte ausgefallen,Leuchte aus,2025-11-22T21:45:14+01:00,closed
66846-2025,Ampel ausgefallen,#66846-2025 Ampel ausgefallen,Die Rotschaltung der Fussgängerampel bei der Tram Haltestelle Bartstrasse ist ausgefallen. ,2025-11-22T23:05:32+01:00,closed
66851-2025,Ampel ausgefallen,#66851-2025 Ampel ausgefallen,Die Rotschaltung der Fussgängerampel bei der Tram Haltestelle Bartstrasse ist ausgefallen. ,2025-11-22T23:11:15+01:00,closed
66855-2025,Leuchte beschädigt,#66855-2025 Leuchte beschädigt,Abdeckung fehlt.,2025-11-23T10:25:49+01:00,closed
66861-2025,Denkmal beschädigt,#66861-2025 Denkmal beschädigt,Das Hochhaus am Karl-Marx-Ring 3 wurde erst vor ganz wenigen Jahren liebevoll renoviert und thermisch eingepackt. Eigentlich war - so der Eindruck als Vorbeigehender - alles gut gelaufen und das Ergebnis vorbildlich. Warum sich jetzt die Glaswolle haufenweise von der Wand löst - ich weiß es nicht. ,2025-11-23T11:49:32+01:00,closed
66866-2025,Licht in ganzer Straße ausgefallen,#66866-2025 Licht in ganzer Straße ausgefallen,"Die Beleuchtung der St.-Pauls-Kirche ist seit einiger Zeit komplett ausgeschaltet. Dadurch wirkt nicht nur das Stadtbild deutlich beeinträchtigt, sondern auch die umliegenden Straßen sind nachts ungewöhnlich dunkel und fühlen sich unsicher an. ",2025-11-23T13:45:46+01:00,closed
66873-2025,Brunnen beschädigt,#66873-2025 Brunnen beschädigt,"Hallo,

dieser Brunnen läuft über und hat schon ganz viele Eiszapfen an der Abdeckung:

83
Gänseliesl Brunnen | Luise-Kiesselbach-Platz. Karl Rödl jun., 1937

Mit freundlichen Grūßen,
Jenny Freyburger",2025-11-23T15:26:12+01:00,closed
66877-2025,Verkehrsschild beschädigt,#66877-2025 Verkehrsschild beschädigt,"Fußwegschild älter als 30 Jahre, stark verblasst",2025-11-23T15:57:47+01:00,closed
66883-2025,Ampel beschädigt,#66883-2025 Ampel beschädigt,LSA Anforderung beschädigt ,2025-11-23T16:32:46+01:00,closed
66884-2025,Leuchte ausgefallen,#66884-2025 Leuchte ausgefallen,"Standort wäre:
Leitmeritzer Weg
Mast 1",2025-11-23T16:50:18+01:00,closed
66885-2025,Leuchte ausgefallen,#66885-2025 Leuchte ausgefallen,Gesamte Lampe ausgefallen. ,2025-11-23T17:39:18+01:00,closed
66886-2025,Leuchte beschädigt,#66886-2025 Leuchte beschädigt,"Anlagenweg Beleuchtung auf der Rückseite des Anwesen Bernaysstraße 23a ist etwa in 20 cm Höhe abgeknickt, Glas und Leuchtmittel kaputt. ",2025-11-23T17:49:42+01:00,open
66892-2025,Ampel ausgefallen,#66892-2025 Ampel ausgefallen,Fußgänger Grün ausgefallen,2025-11-23T20:19:54+01:00,closed
66897-2025,Leuchte ausgefallen,#66897-2025 Leuchte ausgefallen,Über der Schwere-Reiter-Str. ist eine Leuchte ausgefallen. Sie ist an der Einmündung der Heßstraße,2025-11-23T22:28:08+01:00,closed
66898-2025,Leuchte ausgefallen,#66898-2025 Leuchte ausgefallen,"Hallo,  seit gestern flackert die Laterne, die Röhre zum Haus Nr. 15 hin ist defekt. 
Viele Grüße und danke für die Reparatur! Michael Zapf ",2025-11-23T22:36:20+01:00,closed
66899-2025,Ampel ausgefallen,#66899-2025 Ampel ausgefallen,"Obere Ampel auf dem Mast defekt: grün und gelb funktioniert, rot ist ausgefallen. Untere Ampel funktioniert ",2025-11-23T23:15:19+01:00,closed
66900-2025,Leuchte ausgefallen,#66900-2025 Leuchte ausgefallen,Lochhausener Str - Mastnummer 134 - kompletter Leuchtenausfall,2025-11-23T23:23:15+01:00,open
66901-2025,Leuchte ausgefallen,#66901-2025 Leuchte ausgefallen,"DIe ersten beiden  Straßenlatern im Rottannenweg (Vom der Sanddornstraße kommend) leuchten nur noch so schwach, das es am boden dunkel bleibt",2025-11-24T07:13:51+01:00,open
66906-2025,Ampel ausgefallen,#66906-2025 Ampel ausgefallen,Das rote Licht der Fußgänger Ampel ist kaputt. Viele Kinder auf dem Weg zur Schule und zum Englischer Garten und ältere Menschen vom Altersheim überqueren die Straße an dieser Stelle. Vielen Dank!,2025-11-24T08:20:58+01:00,closed
66913-2025,Ampel ausgefallen,#66913-2025 Ampel ausgefallen,Fußgängerampel Grün leuchtet nicht bei Augustiner Ausfahrt,2025-11-24T10:34:27+01:00,closed
66936-2025,Grünstreifen verschmutzt,#66936-2025 Grünstreifen verschmutzt,"In einem Baum, bei von parkautomat 4079, hängt eine Mülltüte ",2025-11-24T16:11:07+01:00,closed
66940-2025,Ampel verschmutzt,#66940-2025 Ampel verschmutzt,"Die gesamten Masten der LZA sind mit Werbung für eine Veranstaltung beklebt worden.
Die Ampel ist noch sichtbar, es betrifft lediglich die Masten.
Aber sowas kann doch nicht angehen, dass man einfach so alles zukleben darf. Sowas gehört bestraft. ",2025-11-24T17:13:25+01:00,closed
66943-2025,Brunnen beschädigt,#66943-2025 Brunnen beschädigt,"Brunnen Nr. 196,  Gedenkbrunnen | Taxispark:

Noch keine Beschädigung sichtbar,  ist aber absehbar. Brunnen ist nicht eingehaust, sondern lief sogar noch (zuletzt gesehen am Samstag, 22.11.2025)",2025-11-24T18:22:19+01:00,closed
66945-2025,Leuchte ausgefallen,#66945-2025 Leuchte ausgefallen,Laterne leuchtet nicht ,2025-11-24T20:28:58+01:00,open
66946-2025,Leuchte ausgefallen,#66946-2025 Leuchte ausgefallen,10 hat kaum noch Leuchtwirkung ,2025-11-24T20:29:25+01:00,open
66948-2025,Spielplatz beschädigt,#66948-2025 Spielplatz beschädigt,"Loch im Zaun
( und ich möchte es wissen, in Ludwig-Hunger Straße und Umgebung gibt es 3 Spielplätze, aber schlechte Renovierung hatte es. Warum?)",2025-11-24T22:06:36+01:00,closed
66950-2025,Ampel ausgefallen,#66950-2025 Ampel ausgefallen,Fußgängerampel funktioniert nicht an Mast 041,2025-11-25T06:33:37+01:00,closed
66953-2025,Leuchte ausgefallen,#66953-2025 Leuchte ausgefallen,Lampe Nummer 5 am Sportlerweg zur Unterführung zu S-Bahn kaputt,2025-11-25T07:44:36+01:00,open
66954-2025,Leuchte ausgefallen,#66954-2025 Leuchte ausgefallen,"Der Mast 3 befindet sich in der Nähe der Waisenhausstr. Die Lampe ist schon seit Wochen dunkel, trotz mehrfacher Meldung, dass ausgefallen.",2025-11-25T07:50:45+01:00,closed
66957-2025,Leuchte beschädigt,#66957-2025 Leuchte beschädigt,"Die Abdeckung war abgefallen und wurde provisorisch mit einem Gaffertape von einem Schülervater wieder befestigt, da die Starkstromleitungen vor der Grundschule offenlagen.",2025-11-25T08:34:42+01:00,closed
66959-2025,Ampel ausgefallen,#66959-2025 Ampel ausgefallen,Rotes Fußgängerlicht wenn man aus Richtung DM kommt leuchtet nicht ,2025-11-25T08:52:29+01:00,closed
66974-2025,Spielplatz verschmutzt,#66974-2025 Spielplatz verschmutzt,"Unternehmer/Gewerbetreibende plakatiert scheinbar wild Werbung und beschädigt obendrein potentiell die Spielgeräte auf dem Spielplatz.

Orte: Im Viertel um Grünwaldpark und Kanal/Dompedroplatz sind die Aufkleber öfters zu finden, auf öffentlichem wie privatem Eigentum.",2025-11-25T12:45:32+01:00,closed
66973-2025,Hundekotbeutelspender leer,#66973-2025 Hundekotbeutelspender leer,<p>Im Tizianpark</p>,2025-11-25T12:46:19+01:00,closed
66975-2025,Spielplatz verschmutzt,#66975-2025 Spielplatz verschmutzt,"Unternehmer/Gewerbetreibende plakatiert scheinbar wild Werbung und beschädigt obendrein potentiell die Spielgeräte auf dem Spielplatz.

Orte: Im Viertel um Grünwaldpark und Kanal/Dompedroplatz sind die Aufkleber öfters zu finden, auf öffentlichem wie privatem Eigentum.",2025-11-25T12:47:30+01:00,closed
66982-2025,Mülleimer überfüllt,#66982-2025 Mülleimer überfüllt,<p>Am Kabelsteg ist der Mülleimer total überfüllt und es stinkt</p>,2025-11-25T13:30:58+01:00,closed
66988-2025,Straße verschmutzt,#66988-2025 Straße verschmutzt,Leider wurden unsere wichtigen Haltezonen für die Eltern der Grundschule mit Laufhaufen blockiert.,2025-11-25T14:31:14+01:00,closed
66995-2025,Ampel beschädigt,#66995-2025 Ampel beschädigt,Anforderung für Blindensignal defekt.,2025-11-25T16:11:07+01:00,closed
66999-2025,Leuchte ausgefallen,#66999-2025 Leuchte ausgefallen,Straßenlaterne defekt,2025-11-25T16:54:44+01:00,closed
67002-2025,Leuchte ausgefallen,#67002-2025 Leuchte ausgefallen,Laterne defekt,2025-11-25T17:05:29+01:00,open
67003-2025,Licht in ganzer Straße ausgefallen,#67003-2025 Licht in ganzer Straße ausgefallen,Alle Straßenleuchten am rechten Weg des Carl-Orff-Bogen Parks (Hausnummer 111 bis 123) sind ausgefallen ,2025-11-25T17:06:46+01:00,closed
67007-2025,Ampel ausgefallen,#67007-2025 Ampel ausgefallen,Rotlicht defekt,2025-11-25T17:52:01+01:00,closed
67008-2025,Leuchte ausgefallen,#67008-2025 Leuchte ausgefallen,Lampe komplett ausgefallen ,2025-11-25T17:52:17+01:00,open
67010-2025,Leuchte ausgefallen,#67010-2025 Leuchte ausgefallen,Die westliche gelbe Laterne am Zebrastreifen Kurt-Eisner-Straße ist ausgefallen,2025-11-25T18:37:05+01:00,closed
67011-2025,Licht in ganzer Straße ausgefallen,#67011-2025 Licht in ganzer Straße ausgefallen,Die gesamte Straßenbeleuchtung in der Mitterhoferstraße und Schäufeleinstraße in München Laim geht nicht. 25.11.2025 18:45 Uhr ,2025-11-25T18:59:02+01:00,closed
67012-2025,Leuchte ausgefallen,#67012-2025 Leuchte ausgefallen,45,2025-11-25T19:15:31+01:00,closed
67013-2025,Licht in ganzer Straße ausgefallen,#67013-2025 Licht in ganzer Straße ausgefallen,Kompletter Ausfall der Straßenbeleuchtung zwischen Hausnummer 1 und 13,2025-11-25T19:17:19+01:00,closed
67015-2025,Leuchte ausgefallen,#67015-2025 Leuchte ausgefallen,Lampe defekt,2025-11-25T19:36:50+01:00,closed
67018-2025,Leuchte ausgefallen,#67018-2025 Leuchte ausgefallen,Über der Kreuzung Elisabethstr./Winzererstraße ist eine Leuchte ausgefallen. ,2025-11-25T21:24:53+01:00,open
67020-2025,Leuchte ausgefallen,#67020-2025 Leuchte ausgefallen,"Danke für Schließen des Tickets #66689-2025, in welchem ich Lampe 3 und 4 vor Hausnummer 7 gemeldet hatte. Lampe 4 ist inzwischen tatsächlich repariert, aber Lampe 3 funktioniert weiterhin nicht.",2025-11-25T21:58:23+01:00,open
67023-2025,Leuchte ausgefallen,#67023-2025 Leuchte ausgefallen,Ein Licht ausgefallen ,2025-11-26T02:01:01+01:00,closed
67024-2025,Leuchte ausgefallen,#67024-2025 Leuchte ausgefallen,Leuchte ausgefallen ,2025-11-26T02:13:26+01:00,open
67025-2025,Leuchte ausgefallen,#67025-2025 Leuchte ausgefallen,Eine Röhre defekt ,2025-11-26T07:10:01+01:00,open
67028-2025,Grünstreifen verschmutzt,#67028-2025 Grünstreifen verschmutzt,Mülleimer quillt über,2025-11-26T08:57:01+01:00,closed
67029-2025,Leuchte ausgefallen,#67029-2025 Leuchte ausgefallen,"Leuchte in der Gabelsbergerstraße ausgefallen.
Standort: Gabelsberger/Ecke Arcisstraße vor dem Eingang zum Ägyptischen Museum",2025-11-26T09:01:52+01:00,open
67030-2025,Leuchte ausgefallen,#67030-2025 Leuchte ausgefallen,"Leuchte ausgefallen
Standort:
Truderingerstraße/Ecke Baumkirchnerstraße
Wenn man die Truderingerstraße stadteinwärts fährt auf der rechten Seite bei der Bushaltestelle",2025-11-26T09:03:30+01:00,closed
67031-2025,Park beschädigt,#67031-2025 Park beschädigt,"Auf dem Fuß- & Radweg vom Monopteros zum Chinesischen Turm gibt es am rechten seitlichen Rand auf dem Geh- & und Radweg einen aus dem Boden herausragenden dünnen Stamm. Er ist schwer zu erkennen und daher eine Gefahr für Radfahrer, insb. wenn sie an dieser Stelle Fußgängern ausweichen. 
",2025-11-26T09:28:07+01:00,closed
